#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV454291.1",377414,377983,"+",,,"LIPSTDRAFT_229592","ODQ74810.1",189,"hypothetical protein LIPSTDRAFT_229592"
"Un","KV454291.1",379416,380325,"-",,,"LIPSTDRAFT_229590","ODQ74811.1",260,"hypothetical protein LIPSTDRAFT_229590"
"Un","KV454291.1",385157,385642,"+",,,"LIPSTDRAFT_229702","ODQ74812.1",161,"hypothetical protein LIPSTDRAFT_229702"
"Un","KV454291.1",394097,395930,"+",,,"LIPSTDRAFT_25915","ODQ74813.1",593,"hypothetical protein LIPSTDRAFT_25915"
"Un","KV454291.1",396254,397390,"-",,,"LIPSTDRAFT_68925","ODQ74814.1",321,"hypothetical protein LIPSTDRAFT_68925"
"Un","KV454291.1",397678,398685,"+",,,"LIPSTDRAFT_79429","ODQ74815.1",315,"hypothetical protein LIPSTDRAFT_79429"
"Un","KV454291.1",398921,401632,"-",,,"LIPSTDRAFT_102875","ODQ74816.1",851,"hypothetical protein LIPSTDRAFT_102875"
"Un","KV454291.1",402168,402743,"+",,,"LIPSTDRAFT_1575","ODQ74817.1",191,"hypothetical protein LIPSTDRAFT_1575"
"Un","KV454291.1",402924,403722,"-",,,"LIPSTDRAFT_102877","ODQ74818.1",188,"hypothetical protein LIPSTDRAFT_102877"
"Un","KV454291.1",404403,406003,"-",,,"LIPSTDRAFT_61690","ODQ74819.1",396,"hypothetical protein LIPSTDRAFT_61690"
"Un","KV454291.1",406763,407149,"-",,,"LIPSTDRAFT_1578","ODQ74820.1",88,"hypothetical protein LIPSTDRAFT_1578"
"Un","KV454291.1",409314,410354,"-",,,"LIPSTDRAFT_68931","ODQ74821.1",312,"hypothetical protein LIPSTDRAFT_68931"
"Un","KV454291.1",410835,413636,"+",,,"LIPSTDRAFT_229979","ODQ74822.1",914,"hypothetical protein LIPSTDRAFT_229979"
"Un","KV454291.1",413790,416066,"-",,,"LIPSTDRAFT_1582","ODQ74823.1",668,"hypothetical protein LIPSTDRAFT_1582"
"Un","KV454291.1",416531,418743,"+",,,"LIPSTDRAFT_61695","ODQ74824.1",720,"hypothetical protein LIPSTDRAFT_61695"
"Un","KV454291.1",419656,420781,"-",,,"LIPSTDRAFT_68935","ODQ74825.1",212,"hypothetical protein LIPSTDRAFT_68935"
"Un","KV454291.1",423201,426406,"+",,,"LIPSTDRAFT_230311","ODQ74826.1",1001,"hypothetical protein LIPSTDRAFT_230311"
"Un","KV454291.1",428910,429278,"+",,,"LIPSTDRAFT_102887","ODQ74827.1",122,"hypothetical protein LIPSTDRAFT_102887"
"Un","KV454291.1",431256,432976,"+",,,"LIPSTDRAFT_1586","ODQ74828.1",499,"hypothetical protein LIPSTDRAFT_1586"
"Un","KV454291.1",434124,435130,"+",,,"LIPSTDRAFT_68941","ODQ74829.1",247,"hypothetical protein LIPSTDRAFT_68941"
"Un","KV454291.1",435658,436008,"+",,,"LIPSTDRAFT_230346","ODQ74830.1",116,"hypothetical protein LIPSTDRAFT_230346"
"Un","KV454291.1",436228,437314,"-",,,"LIPSTDRAFT_1589","ODQ74831.1",342,"hypothetical protein LIPSTDRAFT_1589"
"Un","KV454291.1",447874,448026,"-",,,"LIPSTDRAFT_230493","ODQ74832.1",50,"hypothetical protein LIPSTDRAFT_230493"
"Un","KV454291.1",448547,452690,"+",,,"LIPSTDRAFT_68942","ODQ74833.1",1308,"hypothetical protein LIPSTDRAFT_68942"
"Un","KV454291.1",452996,454222,"-",,,"LIPSTDRAFT_1591","ODQ74834.1",391,"hypothetical protein LIPSTDRAFT_1591"
"Un","KV454291.1",454628,457226,"+",,,"LIPSTDRAFT_102893","ODQ74835.1",701,"hypothetical protein LIPSTDRAFT_102893"
"Un","KV454291.1",457703,458410,"-",,,"LIPSTDRAFT_68946","ODQ74836.1",155,"hypothetical protein LIPSTDRAFT_68946"
"Un","KV454291.1",458891,462579,"+",,,"LIPSTDRAFT_1594","ODQ74837.1",1136,"hypothetical protein LIPSTDRAFT_1594"
"Un","KV454291.1",463697,464832,"+",,,"LIPSTDRAFT_68948","ODQ74838.1",286,"hypothetical protein LIPSTDRAFT_68948"
"Un","KV454291.1",465169,465428,"+",,,"LIPSTDRAFT_50125","ODQ74839.1",61,"hypothetical protein LIPSTDRAFT_50125"
"Un","KV454291.1",465637,466025,"-",,,"LIPSTDRAFT_102896","ODQ74840.1",111,"hypothetical protein LIPSTDRAFT_102896"
"Un","KV454291.1",466103,466372,"+",,,"LIPSTDRAFT_230622","ODQ74841.1",89,"hypothetical protein LIPSTDRAFT_230622"
"Un","KV454291.1",466434,469966,"-",,,"LIPSTDRAFT_1596","ODQ74842.1",1014,"hypothetical protein LIPSTDRAFT_1596"
"Un","KV454291.1",470193,471011,"+",,,"LIPSTDRAFT_49747","ODQ74843.1",224,"hypothetical protein LIPSTDRAFT_49747"
"Un","KV454291.1",471187,473343,"-",,,"LIPSTDRAFT_102899","ODQ74844.1",610,"hypothetical protein LIPSTDRAFT_102899"
"Un","KV454291.1",473709,475788,"+",,,"LIPSTDRAFT_68956","ODQ74845.1",574,"hypothetical protein LIPSTDRAFT_68956"
"Un","KV454291.1",476134,477897,"-",,,"LIPSTDRAFT_102901","ODQ74846.1",440,"hypothetical protein LIPSTDRAFT_102901"
"Un","KV454291.1",478204,480492,"+",,,"LIPSTDRAFT_1601","ODQ74847.1",670,"hypothetical protein LIPSTDRAFT_1601"
"Un","KV454291.1",480615,481138,"-",,,"LIPSTDRAFT_1602","ODQ74848.1",100,"hypothetical protein LIPSTDRAFT_1602"
"Un","KV454291.1",481830,483790,"+",,,"LIPSTDRAFT_91749","ODQ74849.1",564,"hypothetical protein LIPSTDRAFT_91749"
"Un","KV454291.1",483965,486240,"-",,,"LIPSTDRAFT_68963","ODQ74850.1",734,"hypothetical protein LIPSTDRAFT_68963"
"Un","KV454291.1",487119,488589,"+",,,"LIPSTDRAFT_1605","ODQ74851.1",419,"hypothetical protein LIPSTDRAFT_1605"
"Un","KV454291.1",489193,491176,"+",,,"LIPSTDRAFT_231542","ODQ74852.1",639,"hypothetical protein LIPSTDRAFT_231542"
"Un","KV454291.1",493036,495098,"+",,,"LIPSTDRAFT_1607","ODQ74853.1",652,"hypothetical protein LIPSTDRAFT_1607"
"Un","KV454291.1",496675,496839,"+",,,"LIPSTDRAFT_68969","ODQ74854.1",54,"hypothetical protein LIPSTDRAFT_68969"
"Un","KV454291.1",499030,500939,"-",,,"LIPSTDRAFT_25953","ODQ74855.1",487,"hypothetical protein LIPSTDRAFT_25953"
"Un","KV454291.1",501488,502635,"-",,,"LIPSTDRAFT_1611","ODQ74856.1",325,"hypothetical protein LIPSTDRAFT_1611"
"Un","KV454291.1",502988,503608,"+",,,"LIPSTDRAFT_102913","ODQ74857.1",206,"hypothetical protein LIPSTDRAFT_102913"
"Un","KV454291.1",504463,506020,"-",,,"LIPSTDRAFT_33982","ODQ74858.1",332,"hypothetical protein LIPSTDRAFT_33982, partial"
"Un","KV454291.1",508290,509666,"-",,,"LIPSTDRAFT_1614","ODQ74859.1",458,"hypothetical protein LIPSTDRAFT_1614"
"Un","KV454291.1",513904,515338,"+",,,"LIPSTDRAFT_49327","ODQ74860.1",405,"hypothetical protein LIPSTDRAFT_49327"
"Un","KV454291.1",515416,516858,"-",,,"LIPSTDRAFT_1616","ODQ74861.1",424,"hypothetical protein LIPSTDRAFT_1616"
"Un","KV454291.1",520085,523227,"+",,,"LIPSTDRAFT_1617","ODQ74862.1",1013,"hypothetical protein LIPSTDRAFT_1617"
"Un","KV454291.1",523663,524785,"+",,,"LIPSTDRAFT_61729","ODQ74863.1",337,"hypothetical protein LIPSTDRAFT_61729"
"Un","KV454291.1",525135,525689,"-",,,"LIPSTDRAFT_61730","ODQ74864.1",147,"hypothetical protein LIPSTDRAFT_61730"
"Un","KV454291.1",526398,527362,"-",,,"LIPSTDRAFT_49741","ODQ74865.1",303,"hypothetical protein LIPSTDRAFT_49741"
"Un","KV454291.1",529336,530141,"-",,,"LIPSTDRAFT_68983","ODQ74866.1",174,"hypothetical protein LIPSTDRAFT_68983"
"Un","KV454291.1",530629,531206,"+",,,"LIPSTDRAFT_50271","ODQ74867.1",135,"hypothetical protein LIPSTDRAFT_50271"
"Un","KV454291.1",531981,533202,"+",,,"LIPSTDRAFT_102922","ODQ74868.1",388,"hypothetical protein LIPSTDRAFT_102922"
"Un","KV454291.1",533566,538528,"-",,,"LIPSTDRAFT_232004","ODQ74869.1",1562,"hypothetical protein LIPSTDRAFT_232004"
"Un","KV454291.1",539284,542841,"-",,,"LIPSTDRAFT_68993","ODQ74870.1",1133,"hypothetical protein LIPSTDRAFT_68993"
"Un","KV454291.1",544740,547632,"+",,,"LIPSTDRAFT_68996","ODQ74871.1",928,"hypothetical protein LIPSTDRAFT_68996"
"Un","KV454291.1",548437,549210,"-",,,"LIPSTDRAFT_68997","ODQ74872.1",257,"hypothetical protein LIPSTDRAFT_68997"
"Un","KV454291.1",549450,550255,"+",,,"LIPSTDRAFT_1626","ODQ74873.1",251,"hypothetical protein LIPSTDRAFT_1626"
"Un","KV454291.1",551348,553296,"-",,,"LIPSTDRAFT_232228","ODQ74874.1",432,"hypothetical protein LIPSTDRAFT_232228"
"Un","KV454291.1",555811,557714,"+",,,"LIPSTDRAFT_49945","ODQ74875.1",574,"hypothetical protein LIPSTDRAFT_49945"
"Un","KV454291.1",557755,557940,"-",,,"LIPSTDRAFT_232275","ODQ74876.1",61,"hypothetical protein LIPSTDRAFT_232275"
"Un","KV454291.1",558271,559494,"-",,,"LIPSTDRAFT_69002","ODQ74877.1",366,"hypothetical protein LIPSTDRAFT_69002"
"Un","KV454291.1",562727,564165,"+",,,"LIPSTDRAFT_61742","ODQ74878.1",459,"hypothetical protein LIPSTDRAFT_61742"
"Un","KV454291.1",564909,567560,"-",,,"LIPSTDRAFT_115970","ODQ74879.1",839,"hypothetical protein LIPSTDRAFT_115970"
"Un","KV454291.1",568412,570002,"-",,,"LIPSTDRAFT_79543","ODQ74880.1",454,"hypothetical protein LIPSTDRAFT_79543"
"Un","KV454291.1",570485,571685,"+",,,"LIPSTDRAFT_102936","ODQ74881.1",229,"hypothetical protein LIPSTDRAFT_102936"
"Un","KV454291.1",572156,574258,"-",,,"LIPSTDRAFT_25976","ODQ74882.1",700,"hypothetical protein LIPSTDRAFT_25976"
"Un","KV454291.1",575066,578354,"-",,,"LIPSTDRAFT_1636","ODQ74883.1",1025,"hypothetical protein LIPSTDRAFT_1636"
"Un","KV454291.1",578970,579473,"+",,,"LIPSTDRAFT_232391","ODQ74884.1",167,"hypothetical protein LIPSTDRAFT_232391"
"Un","KV454291.1",580013,581919,"+",,,"LIPSTDRAFT_1637","ODQ74885.1",617,"hypothetical protein LIPSTDRAFT_1637"
"Un","KV454291.1",582745,584213,"-",,,"LIPSTDRAFT_1638","ODQ74886.1",449,"hypothetical protein LIPSTDRAFT_1638"
"Un","KV454291.1",586112,588377,"-",,,"LIPSTDRAFT_232452","ODQ74887.1",737,"hypothetical protein LIPSTDRAFT_232452"
"Un","KV454291.1",590102,590680,"+",,,"LIPSTDRAFT_91812","ODQ74888.1",192,"hypothetical protein LIPSTDRAFT_91812"
"Un","KV454291.1",591111,591829,"-",,,"LIPSTDRAFT_69019","ODQ74889.1",198,"hypothetical protein LIPSTDRAFT_69019"
"Un","KV454291.1",592194,593040,"+",,,"LIPSTDRAFT_69020","ODQ74890.1",265,"hypothetical protein LIPSTDRAFT_69020"
"Un","KV454291.1",594954,595126,"+",,,"LIPSTDRAFT_69021","ODQ74891.1",57,"hypothetical protein LIPSTDRAFT_69021, partial"
"Un","KV454291.1",597816,602156,"+",,,"LIPSTDRAFT_102945","ODQ74892.1",1428,"hypothetical protein LIPSTDRAFT_102945"
"Un","KV454291.1",605749,606857,"-",,,"LIPSTDRAFT_69022","ODQ74893.1",335,"hypothetical protein LIPSTDRAFT_69022"
"Un","KV454291.1",609393,612352,"-",,,"LIPSTDRAFT_49578","ODQ74894.1",461,"hypothetical protein LIPSTDRAFT_49578"
"Un","KV454291.1",613215,614249,"-",,,"LIPSTDRAFT_69028","ODQ74895.1",344,"hypothetical protein LIPSTDRAFT_69028"
"Un","KV454291.1",614904,615731,"+",,,"LIPSTDRAFT_232665","ODQ74896.1",275,"hypothetical protein LIPSTDRAFT_232665"
"Un","KV454291.1",619246,620922,"-",,,"LIPSTDRAFT_69030","ODQ74897.1",465,"hypothetical protein LIPSTDRAFT_69030"
"Un","KV454291.1",622100,627342,"-",,,"LIPSTDRAFT_336068","ODQ74898.1",1689,"hypothetical protein LIPSTDRAFT_336068"
"Un","KV454291.1",628113,632263,"+",,,"LIPSTDRAFT_232700","ODQ74899.1",1214,"hypothetical protein LIPSTDRAFT_232700"
"Un","KV454291.1",632464,634948,"-",,,"LIPSTDRAFT_102953","ODQ74900.1",486,"hypothetical protein LIPSTDRAFT_102953"
"Un","KV454291.1",638650,638811,"-",,,"LIPSTDRAFT_69032","ODQ74901.1",53,"hypothetical protein LIPSTDRAFT_69032"
"Un","KV454291.1",639351,640548,"+",,,"LIPSTDRAFT_232787","ODQ74902.1",284,"hypothetical protein LIPSTDRAFT_232787"
"Un","KV454291.1",640954,641665,"-",,,"LIPSTDRAFT_1653","ODQ74903.1",211,"hypothetical protein LIPSTDRAFT_1653"
"Un","KV454291.1",642284,642683,"+",,,"LIPSTDRAFT_1654","ODQ74904.1",112,"hypothetical protein LIPSTDRAFT_1654"
"Un","KV454291.1",643477,643780,"-",,,"LIPSTDRAFT_69036","ODQ74905.1",82,"hypothetical protein LIPSTDRAFT_69036"
"Un","KV454291.1",644900,645833,"-",,,"LIPSTDRAFT_69038","ODQ74906.1",170,"hypothetical protein LIPSTDRAFT_69038"
"Un","KV454291.1",648578,650251,"+",,,"LIPSTDRAFT_79581","ODQ74907.1",557,"hypothetical protein LIPSTDRAFT_79581"
"Un","KV454291.1",651935,653241,"+",,,"LIPSTDRAFT_69040","ODQ74908.1",418,"hypothetical protein LIPSTDRAFT_69040"
"Un","KV454291.1",654061,654629,"-",,,"LIPSTDRAFT_44877","ODQ74909.1",84,"hypothetical protein LIPSTDRAFT_44877, partial"
"Un","KV454291.1",658802,660439,"+",,,"LIPSTDRAFT_31470","ODQ74910.1",446,"hypothetical protein LIPSTDRAFT_31470, partial"
"Un","KV454291.1",661328,662026,"-",,,"LIPSTDRAFT_69043","ODQ74911.1",232,"hypothetical protein LIPSTDRAFT_69043"
"Un","KV454291.1",662709,663202,"+",,,"LIPSTDRAFT_61772","ODQ74912.1",125,"hypothetical protein LIPSTDRAFT_61772"
"Un","KV454291.1",663467,665345,"-",,,"LIPSTDRAFT_1663","ODQ74913.1",519,"hypothetical protein LIPSTDRAFT_1663"
"Un","KV454291.1",665586,666402,"+",,,"LIPSTDRAFT_69045","ODQ74914.1",168,"hypothetical protein LIPSTDRAFT_69045"
"Un","KV454291.1",668656,669945,"+",,,"LIPSTDRAFT_69047","ODQ74915.1",411,"hypothetical protein LIPSTDRAFT_69047"
"Un","KV454291.1",670890,671979,"+",,,"LIPSTDRAFT_1667","ODQ74916.1",345,"hypothetical protein LIPSTDRAFT_1667"
"Un","KV454291.1",673813,674140,"-",,,"LIPSTDRAFT_69052","ODQ74917.1",91,"hypothetical protein LIPSTDRAFT_69052, partial"
"Un","KV454291.1",674662,675699,"+",,,"LIPSTDRAFT_1669","ODQ74918.1",345,"hypothetical protein LIPSTDRAFT_1669"
"Un","KV454291.1",675825,680959,"-",,,"LIPSTDRAFT_1670","ODQ74919.1",1606,"hypothetical protein LIPSTDRAFT_1670"
"Un","KV454291.1",682269,684102,"+",,,"LIPSTDRAFT_69054","ODQ74920.1",593,"hypothetical protein LIPSTDRAFT_69054"
"Un","KV454291.1",684958,687855,"-",,,"LIPSTDRAFT_91867","ODQ74921.1",858,"hypothetical protein LIPSTDRAFT_91867, partial"
"Un","KV454291.1",688569,690273,"+",,,"LIPSTDRAFT_69058","ODQ74922.1",430,"hypothetical protein LIPSTDRAFT_69058"
"Un","KV454291.1",690677,691118,"+",,,"LIPSTDRAFT_69060","ODQ74923.1",127,"hypothetical protein LIPSTDRAFT_69060"
"Un","KV454291.1",691866,694720,"-",,,"LIPSTDRAFT_91872","ODQ74924.1",916,"hypothetical protein LIPSTDRAFT_91872"
"Un","KV454291.1",696065,697216,"-",,,"LIPSTDRAFT_69063","ODQ74925.1",188,"hypothetical protein LIPSTDRAFT_69063"
"Un","KV454291.1",698039,700528,"-",,,"LIPSTDRAFT_69065","ODQ74926.1",793,"hypothetical protein LIPSTDRAFT_69065"
"Un","KV454291.1",700949,703325,"+",,,"LIPSTDRAFT_233762","ODQ74927.1",700,"hypothetical protein LIPSTDRAFT_233762"
"Un","KV454291.1",703828,704217,"-",,,"LIPSTDRAFT_69069","ODQ74928.1",105,"hypothetical protein LIPSTDRAFT_69069"
"Un","KV454291.1",705138,706343,"-",,,"LIPSTDRAFT_336086","ODQ74929.1",365,"hypothetical protein LIPSTDRAFT_336086"
"Un","KV454291.1",707596,708540,"+",,,"LIPSTDRAFT_1679","ODQ74930.1",314,"hypothetical protein LIPSTDRAFT_1679"
"Un","KV454291.1",708878,709957,"-",,,"LIPSTDRAFT_69072","ODQ74931.1",359,"hypothetical protein LIPSTDRAFT_69072"
"Un","KV454291.1",710577,717787,"+",,,"LIPSTDRAFT_1681","ODQ74932.1",2272,"hypothetical protein LIPSTDRAFT_1681"
"Un","KV454291.1",718494,719614,"+",,,"LIPSTDRAFT_1682","ODQ74933.1",323,"hypothetical protein LIPSTDRAFT_1682"
"Un","KV454291.1",719807,720391,"-",,,"LIPSTDRAFT_69075","ODQ74934.1",194,"hypothetical protein LIPSTDRAFT_69075"
"Un","KV454291.1",721110,724937,"-",,,"LIPSTDRAFT_1684","ODQ74935.1",1228,"hypothetical protein LIPSTDRAFT_1684"
"Un","KV454291.1",725613,727768,"-",,,"LIPSTDRAFT_61794","ODQ74936.1",662,"hypothetical protein LIPSTDRAFT_61794"
"Un","KV454291.1",728678,729570,"-",,,"LIPSTDRAFT_69077","ODQ74937.1",276,"hypothetical protein LIPSTDRAFT_69077"
"Un","KV454291.1",729931,732406,"+",,,"LIPSTDRAFT_69079","ODQ74938.1",807,"hypothetical protein LIPSTDRAFT_69079"
"Un","KV454291.1",733260,734098,"+",,,"LIPSTDRAFT_49388","ODQ74939.1",233,"hypothetical protein LIPSTDRAFT_49388"
"Un","KV454291.1",734698,736373,"+",,,"LIPSTDRAFT_234091","ODQ74940.1",540,"hypothetical protein LIPSTDRAFT_234091"
"Un","KV454291.1",736572,737882,"-",,,"LIPSTDRAFT_234092","ODQ74941.1",436,"hypothetical protein LIPSTDRAFT_234092"
"Un","KV454291.1",738983,740362,"-",,,"LIPSTDRAFT_69082","ODQ74942.1",459,"hypothetical protein LIPSTDRAFT_69082"
"Un","KV454291.1",747074,747928,"-",,,"LIPSTDRAFT_61801","ODQ74943.1",284,"hypothetical protein LIPSTDRAFT_61801"
"Un","KV454291.1",748580,748997,"-",,,"LIPSTDRAFT_26031","ODQ74944.1",112,"hypothetical protein LIPSTDRAFT_26031"
"Un","KV454291.1",749372,753163,"-",,,"LIPSTDRAFT_69086","ODQ74945.1",1122,"hypothetical protein LIPSTDRAFT_69086"
"Un","KV454291.1",754852,755495,"-",,,"LIPSTDRAFT_234277","ODQ74946.1",151,"hypothetical protein LIPSTDRAFT_234277"
"Un","KV454291.1",756075,756363,"+",,,"LIPSTDRAFT_69090","ODQ74947.1",76,"hypothetical protein LIPSTDRAFT_69090"
"Un","KV454291.1",756412,756699,"+",,,"LIPSTDRAFT_103001","ODQ74948.1",95,"hypothetical protein LIPSTDRAFT_103001"
"Un","KV454291.1",757485,757691,"-",,,"LIPSTDRAFT_69091","ODQ74949.1",68,"hypothetical protein LIPSTDRAFT_69091"
"Un","KV454291.1",758863,760405,"+",,,"LIPSTDRAFT_49555","ODQ74950.1",387,"hypothetical protein LIPSTDRAFT_49555"
"Un","KV454291.1",760977,761699,"-",,,"LIPSTDRAFT_234440","ODQ74951.1",223,"hypothetical protein LIPSTDRAFT_234440"
"Un","KV454291.1",763379,763948,"+",,,"LIPSTDRAFT_336090","ODQ74952.1",189,"hypothetical protein LIPSTDRAFT_336090"
"Un","KV454291.1",766088,766912,"+",,,"LIPSTDRAFT_61806","ODQ74953.1",255,"hypothetical protein LIPSTDRAFT_61806"
"Un","KV454291.1",767856,768734,"-",,,"LIPSTDRAFT_43727","ODQ74954.1",293,"hypothetical protein LIPSTDRAFT_43727, partial"
"Un","KV454291.1",769728,771301,"-",,,"LIPSTDRAFT_69098","ODQ74955.1",476,"hypothetical protein LIPSTDRAFT_69098"
"Un","KV454291.1",772210,773862,"+",,,"LIPSTDRAFT_61809","ODQ74956.1",465,"hypothetical protein LIPSTDRAFT_61809"
"Un","KV454291.1",774257,775223,"-",,,"LIPSTDRAFT_234553","ODQ74957.1",260,"hypothetical protein LIPSTDRAFT_234553"
"Un","KV454291.1",775933,777268,"-",,,"LIPSTDRAFT_234551","ODQ74958.1",394,"hypothetical protein LIPSTDRAFT_234551"
"Un","KV454291.1",777659,780045,"+",,,"LIPSTDRAFT_1703","ODQ74959.1",763,"hypothetical protein LIPSTDRAFT_1703"
"Un","KV454291.1",780763,780957,"-",,,"LIPSTDRAFT_69104","ODQ74960.1",64,"hypothetical protein LIPSTDRAFT_69104"
"Un","KV454291.1",781479,783329,"-",,,"LIPSTDRAFT_91919","ODQ74961.1",599,"hypothetical protein LIPSTDRAFT_91919"
"Un","KV454291.1",784741,784920,"-",,,"LIPSTDRAFT_234669","ODQ74962.1",59,"hypothetical protein LIPSTDRAFT_234669"
"Un","KV454291.1",785716,786021,"-",,,"LIPSTDRAFT_69107","ODQ74963.1",101,"hypothetical protein LIPSTDRAFT_69107"
"Un","KV454291.1",787649,788404,"+",,,"LIPSTDRAFT_69108","ODQ74964.1",213,"hypothetical protein LIPSTDRAFT_69108"
"Un","KV454291.1",790354,791190,"-",,,"LIPSTDRAFT_69109","ODQ74965.1",278,"hypothetical protein LIPSTDRAFT_69109"
"Un","KV454291.1",791772,793334,"-",,,"LIPSTDRAFT_69110","ODQ74966.1",503,"hypothetical protein LIPSTDRAFT_69110"
"Un","KV454291.1",794240,794710,"-",,,"LIPSTDRAFT_1709","ODQ74967.1",156,"hypothetical protein LIPSTDRAFT_1709"
"Un","KV454291.1",796265,797872,"-",,,"LIPSTDRAFT_69113","ODQ74968.1",518,"hypothetical protein LIPSTDRAFT_69113"
"Un","KV454291.1",801257,801836,"-",,,"LIPSTDRAFT_26049","ODQ74969.1",174,"hypothetical protein LIPSTDRAFT_26049"
"Un","KV454291.1",804489,809247,"+",,,"LIPSTDRAFT_116055","ODQ74970.1",1437,"hypothetical protein LIPSTDRAFT_116055"
"Un","KV454291.1",811683,811907,"+",,,"LIPSTDRAFT_234885","ODQ74971.1",74,"hypothetical protein LIPSTDRAFT_234885"
"Un","KV454291.1",814045,814840,"+",,,"LIPSTDRAFT_103025","ODQ74972.1",245,"hypothetical protein LIPSTDRAFT_103025"
"Un","KV454291.1",815280,816765,"-",,,"LIPSTDRAFT_1714","ODQ74973.1",473,"hypothetical protein LIPSTDRAFT_1714"
"Un","KV454291.1",821317,823796,"-",,,"LIPSTDRAFT_109828","ODQ74974.1",810,"hypothetical protein LIPSTDRAFT_109828"
"Un","KV454291.1",824481,827086,"-",,,"LIPSTDRAFT_1716","ODQ74975.1",851,"hypothetical protein LIPSTDRAFT_1716"
"Un","KV454291.1",828823,830345,"+",,,"LIPSTDRAFT_1717","ODQ74976.1",471,"hypothetical protein LIPSTDRAFT_1717"
"Un","KV454291.1",830581,833778,"-",,,"LIPSTDRAFT_1718","ODQ74977.1",1046,"hypothetical protein LIPSTDRAFT_1718"
"Un","KV454291.1",834171,835457,"+",,,"LIPSTDRAFT_235042","ODQ74978.1",360,"hypothetical protein LIPSTDRAFT_235042"
"Un","KV454291.1",835624,837042,"-",,,"LIPSTDRAFT_235024","ODQ74979.1",422,"hypothetical protein LIPSTDRAFT_235024"
"Un","KV454291.1",838023,839143,"+",,,"LIPSTDRAFT_50182","ODQ74980.1",355,"hypothetical protein LIPSTDRAFT_50182"
"Un","KV454291.1",839387,840133,"-",,,"LIPSTDRAFT_235032","ODQ74981.1",248,"hypothetical protein LIPSTDRAFT_235032"
"Un","KV454291.1",840817,841239,"-",,,"LIPSTDRAFT_69125","ODQ74982.1",140,"hypothetical protein LIPSTDRAFT_69125"
"Un","KV454291.1",842752,846316,"-",,,"LIPSTDRAFT_235077","ODQ74983.1",1018,"hypothetical protein LIPSTDRAFT_235077"
"Un","KV454291.1",847057,849050,"-",,,"LIPSTDRAFT_69128","ODQ74984.1",553,"hypothetical protein LIPSTDRAFT_69128"
"Un","KV454291.1",849434,851120,"-",,,"LIPSTDRAFT_1724","ODQ74985.1",406,"hypothetical protein LIPSTDRAFT_1724"
"Un","KV454291.1",851813,855556,"-",,,"LIPSTDRAFT_26061","ODQ74986.1",1009,"hypothetical protein LIPSTDRAFT_26061"
"Un","KV454291.1",855962,856921,"+",,,"LIPSTDRAFT_69131","ODQ74987.1",264,"hypothetical protein LIPSTDRAFT_69131"
"Un","KV454291.1",857272,860442,"-",,,"LIPSTDRAFT_69132","ODQ74988.1",1003,"hypothetical protein LIPSTDRAFT_69132"
"Un","KV454291.1",861075,862670,"-",,,"LIPSTDRAFT_69133","ODQ74989.1",358,"hypothetical protein LIPSTDRAFT_69133"
"Un","KV454291.1",864241,864800,"+",,,"LIPSTDRAFT_91960","ODQ74990.1",163,"hypothetical protein LIPSTDRAFT_91960"
"Un","KV454291.1",865081,867016,"-",,,"LIPSTDRAFT_235628","ODQ74991.1",605,"hypothetical protein LIPSTDRAFT_235628"
"Un","KV454291.1",868172,868511,"-",,,"LIPSTDRAFT_69136","ODQ74992.1",79,"hypothetical protein LIPSTDRAFT_69136"
"Un","KV454291.1",869677,872783,"-",,,"LIPSTDRAFT_235588","ODQ74993.1",914,"hypothetical protein LIPSTDRAFT_235588"
"Un","KV454291.1",874211,876305,"-",,,"LIPSTDRAFT_1733","ODQ74994.1",535,"hypothetical protein LIPSTDRAFT_1733"
"Un","KV454291.1",878959,879591,"+",,,"LIPSTDRAFT_69141","ODQ74995.1",157,"hypothetical protein LIPSTDRAFT_69141"
"Un","KV454291.1",879983,881138,"-",,,"LIPSTDRAFT_1735","ODQ74996.1",363,"hypothetical protein LIPSTDRAFT_1735"
"Un","KV454291.1",881474,882138,"+",,,"LIPSTDRAFT_1736","ODQ74997.1",165,"hypothetical protein LIPSTDRAFT_1736"
"Un","KV454291.1",882389,883492,"-",,,"LIPSTDRAFT_235781","ODQ74998.1",340,"hypothetical protein LIPSTDRAFT_235781"
"Un","KV454291.1",883672,884283,"+",,,"LIPSTDRAFT_235811","ODQ74999.1",203,"hypothetical protein LIPSTDRAFT_235811"
"Un","KV454291.1",884875,886372,"-",,,"LIPSTDRAFT_69147","ODQ75000.1",441,"hypothetical protein LIPSTDRAFT_69147"
"Un","KV454291.1",886611,887684,"+",,,"LIPSTDRAFT_1740","ODQ75001.1",306,"hypothetical protein LIPSTDRAFT_1740"
"Un","KV454291.1",887807,888914,"-",,,"LIPSTDRAFT_1741","ODQ75002.1",308,"hypothetical protein LIPSTDRAFT_1741"
"Un","KV454291.1",889457,890468,"-",,,"LIPSTDRAFT_49781","ODQ75003.1",262,"hypothetical protein LIPSTDRAFT_49781"
"Un","KV454291.1",890868,892778,"-",,,"LIPSTDRAFT_1742","ODQ75004.1",605,"hypothetical protein LIPSTDRAFT_1742"
